65,84,133,313,202,6,17897,0,0,0,0,0,0,0
49,68,129,287,192,6,17969,0,0,0,0,0,0,0
40,47,124,261,182,7,18039,0,0,0,0,0,0,0
39,27,109,248,156,7,18114,0,0,0,0,0,0,0
32,19,95,231,147,5,18171,0,0,0,0,0,0,0
31,14,68,223,137,7,18220,0,0,0,0,0,0,0
30,11,46,195,150,6,18262,0,0,0,0,0,0,0
30,4,29,183,134,6,18314,0,0,0,0,0,0,0
30,2,23,156,120,4,18365,0,0,0,0,0,0,0
30,1,16,128,110,4,18411,0,0,0,0,0,0,0
30,0,13,103,105,3,18446,0,0,0,0,0,0,0
30,0,8,75,98,3,18486,0,0,0,0,0,0,0
30,0,5,52,94,3,18516,0,0,0,0,0,0,0
30,0,2,31,90,3,18544,0,0,0,0,0,0,0
30,0,0,25,68,2,18575,0,0,0,0,0,0,0
30,0,0,17,45,2,18606,0,0,0,0,0,0,0
30,0,0,13,37,2,18618,0,0,0,0,0,0,0
30,0,0,8,29,2,18631,0,0,0,0,0,0,0
30,0,0,5,20,2,18643,0,0,0,0,0,0,0
30,0,0,2,19,1,18648,0,0,0,0,0,0,0
30,0,0,0,15,1,18654,0,0,0,0,0,0,0
30,0,0,0,6,1,18663,0,0,0,0,0,0,0
30,0,0,0,4,1,18665,0,0,0,0,0,0,0
30,0,0,0,4,1,18665,0,0,0,0,0,0,0
30,0,0,0,2,1,18667,0,0,0,0,0,0,0
30,0,0,0,2,1,18667,0,0,0,0,0,0,0
30,0,0,0,1,1,18668,0,0,0,0,0,0,0
30,0,0,0,0,1,18669,0,0,0,0,0,0,0
30,0,0,0,0,0,18670,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
